nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,label
221,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
222,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
223,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
224,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
225,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
226,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
227,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
228,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
229,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
230,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
231,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
232,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
233,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
234,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
235,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
236,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
237,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
238,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
239,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
240,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
241,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
242,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
243,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
244,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
245,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
246,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
247,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
248,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
249,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
250,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
251,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
252,1878.999999999999,1191.2689636730613,928952.9999999998,93.54270469523989,0.33333333333333354,9.409252883217235,21411.64164654358,21417.341537938722,598.9571992765445,778.8215735541637,1191.2689636730613,1771.9372539576223,928859.4572953045,458702518.5527154,993.1156804034586,496.5578402017293,11.395232382407446,0.09635847372374964,0.24313810093999486,None
253,50.0,0.0,2500.0,0.0,0.33333333333333337,16.666666666666668,350.0,353.5533905932738,0.0,0.0,0.0,0.0,2500.0,125000.0,0.0,0.0,7.0,0.42857142857142855,nan,None
254,5861.999999999999,3694.6707541195456,9143286.0,154.43779327636105,0.33333333333333337,16.86812126453753,119421.73370036123,119431.9210950226,1802.009710580912,2314.746506194178,3694.6707541195456,5538.009344781426,9143131.562206723,14263983776.447704,3223.262838587248,1611.631419293624,20.372182480443747,0.054445598269033446,0.25837488193075425,None
255,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
256,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
257,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
258,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
259,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
260,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
261,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
262,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
263,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
264,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
265,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
266,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
267,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
268,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
269,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
270,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
271,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
272,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
273,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
274,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
275,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
276,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
277,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
278,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
279,19.0,4.930380657631324e-32,361.0,0.0,0.3333333333333333,6.333333333333331,80.61017305526642,82.8190799272728,0.0,2.7733391199176196e-32,4.930380657631324e-32,1.232595164407831e-31,361.0,6859.0,9.55261252416069e-32,4.776306262080345e-32,4.242640687119285,0.7071067811865476,0.2421875,None
280,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
281,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
282,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
283,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
284,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
285,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
286,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
287,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
288,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
289,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
290,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
291,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
292,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
293,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
294,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
295,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
296,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
297,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
298,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
299,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
300,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
301,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
302,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
303,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
304,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
305,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
306,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
307,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
308,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
309,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
310,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
311,30.0,0.0,900.0,0.0,0.3333333333333333,10.0,161.55494421403512,164.31676725154983,0.0,0.0,0.0,0.0,900.0,27000.0,0.0,0.0,5.385164807134504,0.5570860145311556,nan,None
312,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
313,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
314,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
315,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
316,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
317,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
318,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
319,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
320,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
321,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
322,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
323,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
324,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
325,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
326,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
327,30.000000000000007,12.854101966249688,422.0,1.8779017548631254,0.33333333333333326,1.4992075011021055,74.61903242471051,75.8946638440411,4.999999999999999,6.5776421878479,12.854101966249688,20.507238359289435,420.1220982451369,5760.0,13.929596171441535,6.964798085720767,2.4873010808236833,0.6893374576137907,0.21761355691433132,None
