rna_rna_A,rna_rna_C,rna_rna_G,rna_rna_U,rna_rna_AA,rna_rna_AC,rna_rna_AG,rna_rna_AU,rna_rna_CA,rna_rna_CC,rna_rna_CG,rna_rna_CU,rna_rna_GA,rna_rna_GC,rna_rna_GG,rna_rna_GU,rna_rna_UA,rna_rna_UC,rna_rna_UG,rna_rna_UU,rna_rna_AAA,rna_rna_AAC,rna_rna_AAG,rna_rna_AAU,rna_rna_ACA,rna_rna_ACC,rna_rna_ACG,rna_rna_ACU,rna_rna_AGA,rna_rna_AGC,rna_rna_AGG,rna_rna_AGU,rna_rna_AUA,rna_rna_AUC,rna_rna_AUG,rna_rna_AUU,rna_rna_CAA,rna_rna_CAC,rna_rna_CAG,rna_rna_CAU,rna_rna_CCA,rna_rna_CCC,rna_rna_CCG,rna_rna_CCU,rna_rna_CGA,rna_rna_CGC,rna_rna_CGG,rna_rna_CGU,rna_rna_CUA,rna_rna_CUC,rna_rna_CUG,rna_rna_CUU,rna_rna_GAA,rna_rna_GAC,rna_rna_GAG,rna_rna_GAU,rna_rna_GCA,rna_rna_GCC,rna_rna_GCG,rna_rna_GCU,rna_rna_GGA,rna_rna_GGC,rna_rna_GGG,rna_rna_GGU,rna_rna_GUA,rna_rna_GUC,rna_rna_GUG,rna_rna_GUU,rna_rna_UAA,rna_rna_UAC,rna_rna_UAG,rna_rna_UAU,rna_rna_UCA,rna_rna_UCC,rna_rna_UCG,rna_rna_UCU,rna_rna_UGA,rna_rna_UGC,rna_rna_UGG,rna_rna_UGU,rna_rna_UUA,rna_rna_UUC,rna_rna_UUG,rna_rna_UUU,rna_fickett_score-ORF,rna_fickett_score-full-sequence,rna_tsallis_k1,rna_tsallis_k2,rna_real_avg,rna_real_peak,rna_binary_avg,rna_binary_peak,rna_zcurve_avg,rna_zcurve_peak,rna_shanon_k1,rna_shanon_k2,rna_cv_ORF_length
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
0.1639169771154869,0.3145290047897818,0.2863225119744545,0.2352315061202767,0.0250266240681576,0.047923322683706,0.0559105431309904,0.0346112886048988,0.0654952076677316,0.1059637912673056,0.0415335463258785,0.1017039403620873,0.0559105431309904,0.080937167199148,0.1022364217252396,0.0473908413205537,0.0175718849840255,0.0798722044728434,0.0862619808306709,0.0516506922257721,0.0037293553542887,0.0095897709110282,0.0079914757591901,0.003196590303676,0.0138518913159296,0.0181140117208311,0.0069259456579648,0.0090570058604155,0.0122535961640916,0.016515716568993,0.0191795418220564,0.0079914757591901,0.0026638252530633,0.0138518913159296,0.0101225359616409,0.0079914757591901,0.0085242408098028,0.014917421417155,0.0255727224294086,0.016515716568993,0.0191795418220564,0.0335641981885988,0.0127863612147043,0.0404901438465636,0.0069259456579648,0.0111880660628662,0.014917421417155,0.0085242408098028,0.0053276505061267,0.0324986680873734,0.0426212040490143,0.0213106020245071,0.0106553010122535,0.0159829515183803,0.0181140117208311,0.0111880660628662,0.014917421417155,0.0277037826318593,0.0101225359616409,0.028236547682472,0.0239744272775705,0.0277037826318593,0.0372935535428875,0.0133191262653169,0.0063931806073521,0.0143846563665423,0.0186467767714437,0.0079914757591901,0.0021310602024507,0.0074587107085775,0.0042621204049014,0.0037293553542887,0.0175812466702184,0.0266382525306339,0.0117208311134789,0.0239744272775705,0.0127863612147043,0.0255727224294086,0.0309003729355354,0.0170484816196057,0.003196590303676,0.0191795418220564,0.014917421417155,0.0143846563665423,0.8384,0.42608,2.7478298210037595,12.23090375181276,1969.7499999999995,0.3179760544908407,1878.999999999999,0.3333333333333335,131987435.99999988,4.745401170860945e-06,1.960254194386832,3.8609670253232,1.4123691358797148
